ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	auth_success	auth_attempts	direction	client	server	cipher_alg	mac_alg	compression_alg	kex_alg	host_key_alg	host_key
1499188141.052755	CPCxH54pS79yyICQkd	172.16.0.1	46290	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188141.052436	CG7dxF4DdTWKPiKvHc	172.16.0.1	46286	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188154.691052	CuD2on15PX1FwXRgGi	172.16.0.1	46302	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188154.688564	C9B5kO3Fll3qyLR3N	172.16.0.1	46300	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188154.811908	CzMlFZ2pFGO5nv0ote	172.16.0.1	46312	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188154.761931	CP3eB81jE2Kpf4YNw4	172.16.0.1	46304	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188154.811417	ChpCoFl0HQoIDLkZ6	172.16.0.1	46306	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188154.811338	C0UfbPOnbzHK75IH2	172.16.0.1	46310	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188154.811410	Ca8RdV2dQOm3WjI0d8	172.16.0.1	46308	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188154.869822	Cy042j1hIYuAgv4oll	172.16.0.1	46316	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188154.891123	C5b7xK1XW79jjL3aG4	172.16.0.1	46318	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188154.889566	Cuvf5hXadac8b7yKg	172.16.0.1	46314	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188167.118317	C9AmMW1hniBeDcoSBl	172.16.0.1	46350	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188167.116661	CcvTw82IBuqlx2DW19	172.16.0.1	46348	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188167.424128	C3OXsy1POd9OedENM2	172.16.0.1	46356	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188168.324804	CrvAsL1D3TaMoqO28g	172.16.0.1	46364	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188168.204757	CEdgfP755NPN1oWD3	172.16.0.1	46362	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188168.161434	CKZ8w33g8dyVwhWhqj	172.16.0.1	46358	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188167.272511	CsEDHd22yC2Dsv0655	172.16.0.1	46352	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188168.325837	C2nyhE2XkWHadiFLz5	172.16.0.1	46366	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188168.204738	CqESbf4bHpwED85yX4	172.16.0.1	46360	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188167.324533	C24vTh2XeDDGiHdlX2	172.16.0.1	46354	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188180.786631	Cn5tMa2ofruTPlzBU1	172.16.0.1	46368	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188180.786901	Cx7Axt4lvo0r9rdPZe	172.16.0.1	46370	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188180.926620	CmlKXN1VEGqiK0et54	172.16.0.1	46374	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188180.892632	Crg5WO3RcNwfvBeo54	172.16.0.1	46372	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188180.938634	CaYaFU1On7DhaArrE9	172.16.0.1	46380	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188180.936676	CeacLf1s9JrTqYukc2	172.16.0.1	46378	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188181.038867	C9jsQj32GqTmKEv0o4	172.16.0.1	46386	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188181.021242	CO8WNA2rBfJXwH9OG	172.16.0.1	46384	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188180.936677	CKzUya11fB7NXRKH9f	172.16.0.1	46376	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188180.982448	Cg4h4o4tpbNa8UlGgj	172.16.0.1	46382	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188193.143274	CW4iOabeuchEZSGTg	172.16.0.1	46388	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188193.225249	CEu2xj1CP78yUqp7Ha	172.16.0.1	46390	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188194.487273	CF1ZBM1idxw3oUzP1c	172.16.0.1	46392	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188194.602275	CcVEXK2DlABkCWFxAg	172.16.0.1	46398	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188194.601244	CAZvoK28WivJLCTBUh	172.16.0.1	46396	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188194.543260	CEXqjw2FQcgIHsy2ca	172.16.0.1	46394	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188194.680083	CP4GbN1eMI6ABxZtdb	172.16.0.1	46400	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188194.711235	Cizap22uQneRAapxlc	172.16.0.1	46406	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188194.704248	Cstrud1mg53u3hjzzb	172.16.0.1	46402	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188194.709798	CKJik6xmHmKB4me49	172.16.0.1	46404	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188206.512892	CPH3Ai4X9TIZIEvAD	172.16.0.1	46408	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188206.620911	CX8u4I1kBCn0mUTWmj	172.16.0.1	46410	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188207.139881	CWyq8Z1AIwO0QFF1b8	172.16.0.1	46412	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188208.731852	CJFkpOpvJyi9n0sxc	172.16.0.1	46418	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188208.730821	CoB1ix1sOPkjNLPoV7	172.16.0.1	46414	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188208.731845	CZFCHP1y6VPdkXIiD1	172.16.0.1	46416	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188208.899834	CaNHnj3PWB02k4gvLf	172.16.0.1	46420	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188208.899875	CoDnTe4niorPORU5Pj	172.16.0.1	46424	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188208.953528	CRMAbw1rXi8w9Bqzj5	172.16.0.1	46426	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188208.899869	CCbkGQ2MVmlXB8hMl1	172.16.0.1	46422	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188219.145737	CVYvnW1q9wcNDYsm08	172.16.0.1	46428	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188219.218157	CYEdEmGgo482xpTs3	172.16.0.1	46430	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188220.751210	CL9kOe1E7MkWpMUq37	172.16.0.1	46432	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188221.285749	CNZIYK37CR7HtMro77	172.16.0.1	46434	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188222.190468	CRabgB3ZoBrI6Tzxva	172.16.0.1	46442	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188222.191486	CR9D0x4Hy0IpLGLqkc	172.16.0.1	46444	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188222.246478	CV4tWD1ItHoJy1zCZ7	172.16.0.1	46446	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
1499188221.337485	CRR0ba4BrbnKiM1FW1	172.16.0.1	46436	192.168.10.50	22	2	F	4	-	SSH-2.0-paramiko_2.0.0	SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.2	aes128-ctr	hmac-sha2-256	none	diffie-hellman-group14-sha1	ssh-rsa	b5:61:ea:b4:37:43:8d:65:3f:20:5a:75:55:14:45:f0
